Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
11147,-586.75,-349.1875,-121.5,0.3041992,-0.3178711,1.084473,-0.005859375,0.1357422,0.3046875
11149,-545,-293.9375,-167.75,0.09033203,-0.2358398,0.9267578,-0.01171875,0.1342773,0.3212891
11150,-510.6875,-262.875,-192,-0.07275391,-0.2241211,0.8359375,-0.01660156,0.1357422,0.3359375
11152,-477.6875,-247,-180.8125,-0.1777344,-0.1074219,0.7216797,-0.02587891,0.1333008,0.3637695
11153,-462.875,-249.875,-153.875,-0.3212891,-0.06835938,0.7138672,-0.02832031,0.128418,0.3769531
11155,-458.5,-253.5,-103.5625,-0.3876953,-0.001953125,0.753418,-0.03076172,0.1259766,0.390625
11156,-441.9375,-247,-36.9375,-0.4731445,0.08740234,0.8359375,-0.03320313,0.1196289,0.418457
11158,-412.5,-229.5,28.3125,-0.5390625,0.2978516,0.9384766,-0.03076172,0.1162109,0.4301758
11159,-370.75,-204.5625,88.8125,-0.5546875,0.4658203,1.009277,-0.02978516,0.1137695,0.4394531
11161,-319.625,-183.25,149.1875,-0.512207,0.559082,1.005371,-0.02148438,0.1064453,0.4599609
11162,-264.625,-143.125,191.3125,-0.480957,0.7583008,1.096191,-0.01416016,0.1040039,0.4672852
11164,-204.875,-97.8125,211.8125,-0.4262695,0.953125,1.178711,-0.008300781,0.1015625,0.4760742
11165,-115.25,-45.125,213.5625,-0.3916016,1.117188,1.265625,0.002929688,0.1000977,0.4790039
11167,-19.6875,13.5625,201.75,-0.06103516,2.341797,1.183105,0.008789063,0.1040039,0.4819336
11170,102.5,83.125,165.3125,-0.3251953,1.401855,1.320801,0.01220703,0.1025391,0.4804688
11172,211.0625,147.4375,128,-0.2983398,1.409668,1.257813,0.01708984,0.1074219,0.4746094
11173,317.4375,202,98.875,-0.2983398,1.183105,1.226074,0.01708984,0.1098633,0.4702148
11175,414.8125,253.5625,86.6875,-0.3408203,0.8632813,1.238281,0.01806641,0.1162109,0.4599609
11176,502.5625,310.75,89.75,-0.3603516,0.5161133,1.28125,0.01464844,0.1245117,0.4350586
11178,592.3125,380.75,107.9375,-0.3173828,0.1655273,1.37207,0.01367188,0.1308594,0.4199219
11179,682.0625,464.875,127.875,-0.2280273,-0.2319336,1.474609,0.01464844,0.1357422,0.4052734
11181,772.75,568.75,143.3125,-0.1152344,-0.6728516,1.675293,0.01806641,0.140625,0.3623047
11182,870.3125,678.4375,149.625,0.1098633,-1.414063,2.041992,0.01806641,0.1430664,0.3374023
11184,961.3125,801.375,137.4375,0.5063477,-2.038086,2.522949,0.02392578,0.1420898,0.3134766
11185,1073.25,929.8125,38.5625,1.657715,-0.1269531,3.531738,0.03955078,0.1259766,0.2587891
11187,1083.188,1058.063,-147.375,2.462891,-2.763672,4.134766,0.04882813,0.1147461,0.2324219
11188,1046.75,1155.563,-412.25,3.730469,-2.689453,4.359375,0.06054688,0.1000977,0.2089844
11190,864.0625,1215.375,-670.5625,4.337402,-2.268066,5.632324,0.08056641,0.06494141,0.1704102
11191,510.125,1071.438,-741.75,6.231445,-3.028809,3.456543,0.08886719,0.05273438,0.1601563
11193,176.25,757.25,-618.1875,5.733398,-3.134277,1.494141,0.09814453,0.04541016,0.1572266
11194,-72.375,175.6875,-307.0625,4.726074,-3.727051,-0.2944336,0.1088867,0.04296875,0.1616211
11196,-159.9375,-396.75,78.1875,3.905762,-3.005371,0.1660156,0.1054688,0.04785156,0.1601563
11197,-262.6875,-783.375,298.75,3.633301,-2.045898,1.238281,0.09814453,0.04882813,0.1616211
11199,-342.375,-941.0625,371.5625,3.038086,-1.402344,2.230957,0.08056641,0.05761719,0.1674805
11200,-445.625,-955.9375,360.8125,2.474121,-0.980957,2.637207,0.06787109,0.06494141,0.1733398
11202,-559.8125,-935.75,292.1875,1.960938,-0.8017578,2.570313,0.05957031,0.07470703,0.1821289
11203,-614.4375,-893.0625,199,1.463379,-0.7783203,2.274414,0.03955078,0.09277344,0.2075195
11205,-621.9375,-850.1875,116.5625,1.074219,-0.6376953,1.963379,0.02978516,0.1049805,0.222168
11206,-613.0625,-791.8125,47.5,0.8486328,-0.4936523,1.817383,0.02392578,0.1113281,0.2412109
11208,-604.25,-718.875,-8.0625,0.6347656,-0.3920898,1.66748,0.01123047,0.1235352,0.2739258
11209,-586.625,-647.8125,-47.8125,0.3974609,-0.2788086,1.45459,0.005371094,0.128418,0.2915039
11211,-565.9375,-590.75,-76.1875,0.2109375,-0.1464844,1.293457,0,0.1293945,0.3105469
11212,-534.5625,-541.9375,-89.375,0.06298828,0.02099609,1.151367,-0.002441406,0.1308594,0.3447266
11214,-494.625,-497.4375,-87.5,-0.03759766,0.2041016,1.072754,-0.007324219,0.1308594,0.3608398
11215,-446.25,-452.9375,-82.5625,-0.09570313,0.3564453,1.056641,-0.007324219,0.128418,0.3803711
11217,-393.9375,-408.6875,-73.9375,-0.2084961,0.4736328,1.033203,-0.005859375,0.1245117,0.4052734
11219,-343.1875,-371,-50.8125,-0.3212891,0.5512695,0.9741211,-0.005859375,0.1210938,0.4155273
11221,-287,-335.3125,-11.0625,-0.3681641,0.6489258,0.9189453,-0.004882813,0.1171875,0.4257813
11222,-228.9375,-299.4375,36.5,-0.3798828,0.7387695,0.9111328,0.001953125,0.1137695,0.4438477
11224,-163.25,-256.4375,77.8125,-0.3720703,0.8398438,0.9267578,0.006347656,0.1088867,0.449707
11225,-88.6875,-205.3125,99.6875,-0.3603516,0.9179688,0.9306641,0.009765625,0.1098633,0.4541016
11227,-6.5,-151.125,102.125,-0.3291016,0.9648438,0.9306641,0.01953125,0.1098633,0.4584961
11228,82.75,-91.25,90.25,-0.3173828,0.9570313,0.9345703,0.02294922,0.1088867,0.4570313
11230,173.375,-28.3125,73.6875,-0.3330078,0.8632813,0.9345703,0.02539063,0.1098633,0.4555664
11231,264.375,37.875,63.5,-0.3955078,0.7114258,0.9858398,0.02880859,0.1147461,0.4467773
11233,355.25,109.9375,65.25,-0.4536133,0.5551758,1.064453,0.02880859,0.1186523,0.4379883
11234,452.375,194.625,78.125,-0.512207,0.3251953,1.155273,0.02880859,0.1196289,0.4301758
11236,558.625,292.75,100,-0.5161133,0.05615234,1.233887,0.03125,0.1269531,0.4052734
11237,674.0625,407.1875,114.5,-0.4301758,-0.3295898,1.364258,0.03125,0.1318359,0.3876953
11239,793.875,537.8125,108.1875,-0.2553711,-0.8754883,1.66748,0.03222656,0.1357422,0.3725586
11240,913.625,694.5625,69.8125,0.02050781,-1.484375,2.136719,0.03710938,0.1342773,0.3271484
11242,1007.563,861.9375,-9.3125,0.4404297,-1.97168,2.648926,0.04199219,0.1308594,0.3046875
11243,1071.813,1039.75,-147.625,1.327148,-2.369629,3.366211,0.04541016,0.1235352,0.2739258
11245,1083.5,1205.875,-353,2.586914,-2.494629,3.901855,0.05957031,0.1015625,0.2250977
11246,1013,1354.438,-593.8125,4.006836,-2.587891,4.473633,0.06982422,0.08544922,0.199707
11248,831.125,1392.375,-831.5625,5.379395,-2.443848,4.11084,0.07958984,0.07080078,0.1835938
11249,522.5,1252.688,-948.4375,6.464844,-2.529297,3.027344,0.1030273,0.04638672,0.1674805
11251,166.4375,882.4375,-853.5625,5.994141,-2.728516,1.238281,0.1079102,0.04052734,0.1660156
11252,-77.5,250.9375,-523.1875,4.613281,-3.282227,-0.5268555,0.1113281,0.04052734,0.1674805
11254,-181.1875,-431.375,-56.375,3.858887,-3.200195,-0.01464844,0.1040039,0.04882813,0.1704102
11255,-212.8125,-892.125,301.5,3.827637,-2.587891,1.273438,0.09472656,0.05273438,0.171875
11257,-254.9375,-1076.813,455.9375,3.516602,-1.488281,2.262695,0.08642578,0.05615234,0.1762695
11258,-375.1875,-1087.625,482.75,3.20166,-1.016113,3.094238,0.06054688,0.06347656,0.1806641
11260,-515.4375,-1029.063,417,2.699707,-0.8291016,3.15332,0.05224609,0.07226563,0.1894531
11261,-601.0625,-961.125,311.9375,1.972656,-0.6376953,2.854004,0.04394531,0.08056641,0.2026367
11263,-635.875,-897.4375,193.625,1.478516,-0.5947266,2.463867,0.02880859,0.1015625,0.2338867
11264,-619.875,-830.3125,93.4375,1.050781,-0.5478516,2.112793,0.02392578,0.1074219,0.25
11266,-565.5,-760.8125,10,0.7006836,-0.3725586,1.916016,0.01708984,0.1137695,0.2666016
11269,-526.3125,-681.1875,-50.9375,0.5219727,-0.2866211,1.797852,0.0078125,0.1210938,0.2988281
11271,-490.0625,-596.3125,-88,0.3276367,-0.1347656,1.600586,0.005371094,0.1245117,0.3164063
11272,-445.375,-526,-106.5625,0.1137695,0.02099609,1.379883,0.0004882813,0.1245117,0.331543
11274,-391.375,-469.875,-118.8125,-0.02197266,0.1806641,1.155273,-0.005859375,0.1245117,0.359375
11275,-339.75,-430.4375,-124.125,-0.1425781,0.2509766,1.005371,-0.005859375,0.1235352,0.3725586
11277,-291.8125,-396.375,-116.5625,-0.2280273,0.2822266,0.8989258,-0.007324219,0.1196289,0.3833008
11278,-252.1875,-365.4375,-100.6875,-0.2514648,0.2822266,0.8359375,-0.008300781,0.1171875,0.4023438
11280,-216.0625,-332,-79.9375,-0.2827148,0.3017578,0.8164063,-0.009765625,0.1137695,0.409668
11281,-184.75,-297.3125,-64.0625,-0.3330078,0.3681641,0.7807617,-0.009765625,0.1113281,0.418457
11283,-155,-260.5,-55.6875,-0.3916016,0.4267578,0.7456055,-0.005859375,0.1064453,0.4287109
11284,-125.0625,-222.8125,-51.25,-0.434082,0.4384766,0.7138672,-0.005859375,0.1064453,0.4350586
11286,-95.0625,-183.3125,-45.625,-0.4575195,0.4541016,0.6782227,-0.005859375,0.1049805,0.4379883
11287,-68.125,-146.8125,-39.8125,-0.4731445,0.4736328,0.6508789,-0.002441406,0.1015625,0.4453125
11289,-39.3125,-111.375,-31.6875,-0.4770508,0.4814453,0.6313477,-0.00390625,0.1015625,0.4453125
11290,-9.625,-78.4375,-19.375,-0.480957,0.4736328,0.6191406,-0.002441406,0.1000977,0.4482422
11292,23.125,-43.4375,-3.5625,-0.4848633,0.4775391,0.6430664,-0.001464844,0.09765625,0.4482422
11293,63.5625,-2.5625,13.6875,-0.5083008,0.5239258,0.6982422,-0.002441406,0.1000977,0.4482422
11295,115.625,52.0625,27.8125,-0.5429688,0.6098633,0.8046875,-0.001464844,0.1000977,0.4467773
11296,181.5,122.25,32.375,-0.5703125,0.668457,0.887207,-0.001464844,0.1015625,0.4379883
11298,263.75,208.5625,28.5,-0.59375,0.7114258,1.025391,-0.001464844,0.1040039,0.4331055
11299,364.8125,312.6875,22.6875,-0.546875,0.6645508,1.151367,-0.002441406,0.1064453,0.4257813
11301,475.9375,429.6875,11.5,-0.3955078,0.5161133,1.222168,-0.007324219,0.1137695,0.4052734
11302,584.5625,551.6875,-10.4375,-0.1816406,0.2431641,1.340332,-0.008300781,0.1137695,0.3891602
11304,685.9375,684.5625,-35.8125,0.1523438,-0.2319336,1.557129,-0.01171875,0.1171875,0.3696289
11305,770.875,823.5625,-61.4375,0.5180664,-0.6806641,1.773926,-0.01318359,0.1162109,0.3271484
11307,836.5625,959.625,-97.1875,0.9575195,-1.148926,2.049805,-0.01074219,0.1123047,0.3017578
11308,878.5,1100.313,-166.9375,1.61084,-1.429688,2.522949,-0.005859375,0.1074219,0.2739258
11310,877.6875,1229.438,-288.1875,2.439453,-1.581543,2.968262,0.006347656,0.08447266,0.2250977
11311,824.3125,1328.625,-457.5625,3.372559,-1.624512,3.311035,0.01953125,0.07080078,0.2026367
11313,697.875,1346.5,-635.125,4.173828,-1.54248,3.259766,0.03369141,0.05517578,0.1821289
11314,478.3125,1234.313,-737.25,4.897461,-1.5,2.696289,0.06298828,0.02832031,0.1586914
11316,199.0625,962.3125,-645.9375,5.029297,-1.901367,1.651855,0.078125,0.01855469,0.152832
11318,8.5,489.4375,-377.6875,4.539551,-2.490723,0.6152344,0.08789063,0.015625,0.1542969
11320,-70.9375,-97.4375,-24.0625,4.426758,-2.182129,0.2133789,0.09716797,0.01708984,0.1572266
11321,-120.875,-560.3125,283.6875,4.232422,-1.51123,0.8520508,0.09228516,0.01855469,0.1572266
11323,-167.5625,-839.4375,405.375,3.710938,-0.8212891,1.644043,0.08398438,0.0234375,0.1572266
11324,-238.3125,-925.6875,390.625,3.146973,-0.3725586,2.534668,0.06201172,0.02685547,0.1601563
11326,-329.875,-896.25,308.5625,2.462891,-0.2944336,2.759277,0.04980469,0.03417969,0.1674805
11327,-395.8125,-832.125,229.625,1.844238,-0.4311523,2.47168,0.03710938,0.04150391,0.1748047
11329,-422.75,-777.25,172.375,1.478516,-0.4155273,2.093262,0.01806641,0.05761719,0.190918
11330,-414.5625,-717.875,109.375,1.179199,-0.2788086,1.785645,0.006347656,0.06591797,0.2041016
11332,-398.3125,-657.125,50.3125,1.008301,-0.1347656,1.557129,0,0.07080078,0.2163086
11333,-383.9375,-600.25,6.9375,0.7749023,-0.08398438,1.348633,-0.01416016,0.08300781,0.2412109
11335,-366.1875,-547.625,-16.75,0.6308594,-0.06445313,1.178711,-0.02148438,0.08789063,0.2529297
11336,-342.1875,-499.125,-27.0625,0.5493164,0.009277344,1.005371,-0.02587891,0.09179688,0.2666016
11338,-322.625,-464.1875,-31.625,0.4750977,0.07568359,0.8793945,-0.03417969,0.09521484,0.2900391
11339,-301.125,-436.875,-30.0625,0.3935547,0.1420898,0.7416992,-0.0390625,0.09765625,0.300293
11341,-279,-417.875,-20,0.3198242,0.2080078,0.6982422,-0.04150391,0.09667969,0.3105469
11342,-256.3125,-394.75,-4.625,0.269043,0.2744141,0.6625977,-0.04394531,0.1000977,0.331543
11344,-235.6875,-369.8125,9,0.2070313,0.3642578,0.6230469,-0.04492188,0.1000977,0.3417969
11345,-215.5625,-346,16.3125,0.1098633,0.4736328,0.5761719,-0.04394531,0.1000977,0.3520508
11347,-193.0625,-327.125,22.125,0.01660156,0.5356445,0.5209961,-0.04248047,0.09912109,0.3652344
11348,-163.9375,-307.8125,31.6875,-0.04150391,0.5629883,0.5048828,-0.04248047,0.09912109,0.3725586
11350,-129.875,-282.25,45.5625,-0.1074219,0.574707,0.5209961,-0.0390625,0.09912109,0.3833008
11351,-93.625,-249.5625,62.0625,-0.1816406,0.5825195,0.5444336,-0.03564453,0.09765625,0.390625
11353,-48.5625,-206.875,76.75,-0.2944336,0.621582,0.5800781,-0.03173828,0.09667969,0.3964844
11354,6,-150.375,85.6875,-0.4033203,0.6801758,0.6508789,-0.02978516,0.09765625,0.3994141
11356,74.375,-71.5625,87.5625,-0.5200195,0.7504883,0.753418,-0.02392578,0.1015625,0.4008789
11357,152.25,23.5625,80.8125,-0.609375,0.7973633,0.8242188,-0.02392578,0.1049805,0.3994141
11359,241,134.8125,72.625,-0.690918,0.7661133,0.8989258,-0.02148438,0.1049805,0.3950195
11360,341.125,255.1875,63,-0.6479492,0.6567383,0.9501953,-0.01757813,0.1074219,0.3803711
11362,445,380.1875,48.875,-0.480957,0.4189453,0.9936523,-0.01904297,0.1088867,0.3681641
11363,546.5,512.375,29.625,-0.2514648,0.03271484,1.12793,-0.01757813,0.1098633,0.3579102
11365,634.5,645.5625,8.875,0.004882813,-0.4663086,1.312988,-0.01318359,0.1098633,0.3242188
11368,704.75,773.75,-14.4375,0.3276367,-0.9067383,1.525879,-0.01074219,0.1064453,0.3017578
11370,755.25,894.5625,-39.5,0.8251953,-1.402344,1.825195,-0.008300781,0.1025391,0.2827148
11371,788.25,993.9375,-90.25,1.377441,-1.66748,2.234863,0.0078125,0.08935547,0.2382813
11373,808.375,1088.688,-201.8125,2.15918,-1.683105,2.802734,0.01953125,0.07568359,0.2163086
11374,795,1161.25,-388.5,3.263672,-1.54248,3.303223,0.03125,0.06347656,0.1982422
11376,713.875,1177.938,-613.125,4.458008,-1.289063,3.362305,0.05810547,0.03564453,0.1704102
11377,504.25,1068.5,-776.125,5.262695,-1.324219,2.983887,0.07226563,0.02197266,0.1601563
11379,240.9375,846.5,-736.875,5.14209,-1.79248,1.979004,0.08300781,0.01318359,0.1557617
11380,29.8125,373,-516.25,4.714355,-2.748047,0.2490234,0.09814453,0.008300781,0.1557617
11382,-51.9375,-191.4375,-114.125,4.033691,-2.740234,0.03613281,0.09619141,0.009765625,0.1557617
11383,-124.9375,-616.1875,265.125,3.843262,-2.186035,0.7495117,0.09130859,0.01220703,0.1557617
11385,-192.8125,-845.25,457.1875,3.345703,-1.449219,1.482422,0.07373047,0.015625,0.1572266
11386,-287.5,-908.1875,503.75,2.859375,-0.8637695,2.164063,0.06298828,0.02099609,0.1586914
11388,-399.1875,-870.25,461.4375,2.334473,-0.5205078,2.313965,0.05224609,0.02685547,0.1630859
11389,-491.0625,-815.875,375.125,1.824707,-0.4780273,2.041992,0.03125,0.04541016,0.1821289
11391,-544.8125,-773.75,281.375,1.404785,-0.3178711,1.691406,0.02392578,0.05517578,0.1923828
11392,-542.5625,-720.5,195.4375,1.089844,-0.3647461,1.383789,0.015625,0.06347656,0.2055664
11394,-527.9375,-668.75,119.9375,0.8681641,-0.2631836,1.233887,0.001953125,0.08447266,0.2353516
11395,-504.4375,-603.1875,57.625,0.6816406,-0.2006836,1.10791,-0.002441406,0.09033203,0.2456055
11397,-477.875,-532.375,8.625,0.4868164,-0.1269531,0.9936523,-0.007324219,0.09521484,0.2617188
11398,-448.375,-467.25,-30.1875,0.2963867,-0.06445313,0.871582,-0.01416016,0.1015625,0.2900391
11400,-419.875,-410.25,-57,0.1333008,-0.001953125,0.7729492,-0.01757813,0.1015625,0.3032227
11401,-391.625,-362,-67.4375,0.03564453,0.06787109,0.6704102,-0.02148438,0.1049805,0.3178711
11403,-366.1875,-324.6875,-65.0625,-0.01025391,0.1264648,0.5761719,-0.02490234,0.1064453,0.340332
11404,-343.4375,-298.5625,-52.8125,-0.05712891,0.1806641,0.5209961,-0.02734375,0.1049805,0.3520508
11406,-326.3125,-283.75,-34.125,-0.09960938,0.2001953,0.4775391,-0.02734375,0.1025391,0.3637695
11407,-309.3125,-269.1875,-8.5,-0.1191406,0.2509766,0.5009766,-0.02734375,0.1025391,0.3818359
11409,-292.875,-250.4375,19.875,-0.1699219,0.3017578,0.5522461,-0.02587891,0.1000977,0.390625
11410,-270.6875,-227.75,46.875,-0.1621094,0.3759766,0.5800781,-0.02490234,0.09912109,0.3979492
11412,-240.375,-197.0625,72,-0.2592773,0.4423828,0.6943359,-0.02001953,0.09765625,0.4125977
11413,-214.125,-156.8125,87.25,-0.2436523,0.5395508,0.7807617,-0.01757813,0.09667969,0.4213867
11415,-179.3125,-110.0625,105.625,-0.2631836,0.6020508,0.784668,-0.015625,0.09521484,0.4257813
11417,-136.0625,-64.75,126.5,-0.2670898,0.5668945,0.871582,-0.007324219,0.09423828,0.4331055
11419,-96.6875,-17.6875,149.875,-0.2163086,0.6645508,0.8242188,-0.004882813,0.09521484,0.4365234
11420,-47,22.5625,159.5625,-0.1699219,0.7583008,0.7885742,-0.001464844,0.09277344,0.4365234
11422,14.3125,60.9375,164.0625,-0.1113281,0.7856445,0.8085938,0.006347656,0.09521484,0.440918
11423,76,105.875,161.3125,-0.06103516,0.8286133,0.8754883,0.0078125,0.09667969,0.4365234
11425,142.25,155.25,160.1875,-0.09179688,0.8476563,0.8676758,0.009765625,0.09765625,0.4331055
11426,217,201.9375,163.75,-0.1308594,0.8168945,0.8833008,0.01367188,0.1025391,0.4257813
